Latitude;Longitude;Date;Source;Channel;Merchants;Cards;Txs;Avg. amount;Category level;Category;Merchants by category;Cards by category;Txs by category;Avg. amount by category
40,445;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;es_restaurant;4;22;22;25,16909
40,445;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;118;149,32966
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_hospital;8;66;99;85,15616
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_beauty;22;585;712;33,86886
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_cafe;16;541;734;28,73921
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_car;8;42;48;180,22813
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_pharmacy;9;334;421;29,8847
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_travelagency;5;21;35;147,40857
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_homesme;5;7;7;278,87857
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_restaurant;32;2120;2744;94,69944
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_foodsme;10;351;493;30,07759
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_fashionsme;14;185;197;80,10695
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;es_others;5;161;178;20,56916
40,45;-3,7;2015-10;all;pos;190;6182;8809;62,51456;subcategories;filtered;;;3141;55,58146
40,45;-3,7;2015-10;national;bbva_pos;41;3844;5205;64,67035;subcategories;es_restaurant;6;1471;1948;88,77822
40,45;-3,7;2015-10;national;bbva_pos;41;3844;5205;64,67035;subcategories;filtered;;;3257;50,25152
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_travelagency;4;20;34;146,73088
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_foodsme;10;279;415;23,00518
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_pharmacy;9;233;289;26,02536
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_restaurant;32;813;982;121,98932
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_fashionsme;14;140;151;73,34748
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_hospital;8;29;43;93,26907
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_beauty;20;227;266;46,79462
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_cafe;16;222;322;33,49186
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_car;8;42;48;180,22813
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;es_others;5;18;20;55,2275
40,45;-3,7;2015-10;bbva;pos;186;2944;4517;63,53769;subcategories;filtered;;;1947;49,85908
40,45;-3,7;2015-10;foreign;bbva_pos;16;160;177;118,91073;subcategories;filtered;;;177;118,91074
40,455;-3,7;2015-10;all;pos;170;10862;13961;41,1089;subcategories;es_restaurant;19;886;1083;34,67102
40,455;-3,7;2015-10;all;pos;170;10862;13961;41,1089;subcategories;es_foodsme;21;852;1429;24,72372
40,455;-3,7;2015-10;all;pos;170;10862;13961;41,1089;subcategories;es_cafe;6;94;125;16,14256
40,455;-3,7;2015-10;all;pos;170;10862;13961;41,1089;subcategories;es_beauty;19;691;775;36,54041
40,455;-3,7;2015-10;all;pos;170;10862;13961;41,1089;subcategories;es_shoe;14;490;525;61,85461
40,455;-3,7;2015-10;all;pos;170;10862;13961;41,1089;subcategories;es_fashionsme;13;262;282;40,68085
40,455;-3,7;2015-10;all;pos;170;10862;13961;41,1089;subcategories;filtered;;;9742;43,80621
40,455;-3,7;2015-10;national;bbva_pos;48;8994;11439;38,6516;subcategories;es_beauty;8;578;646;35,78807
40,455;-3,7;2015-10;national;bbva_pos;48;8994;11439;38,6516;subcategories;es_foodsme;8;785;1316;25,18047
40,455;-3,7;2015-10;national;bbva_pos;48;8994;11439;38,6516;subcategories;es_restaurant;6;607;687;32,20146
40,455;-3,7;2015-10;national;bbva_pos;48;8994;11439;38,6516;subcategories;filtered;;;8790;41,38301
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_restaurant;18;397;537;35,91499
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_homesme;7;29;33;148,35182
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_shoe;14;292;318;68,81774
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_car;4;9;9;221,60111
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_cafe;5;27;43;15,6414
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_beauty;18;153;168;37,29726
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_fashionsme;13;188;201;47,05199
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;es_foodsme;21;160;265;24,11543
40,455;-3,7;2015-10;bbva;pos;164;2835;3886;48,76481;subcategories;filtered;;;2312;51,32054
40,455;-3,7;2015-10;foreign;bbva_pos;28;190;226;53,77726;subcategories;es_foodsme;4;6;8;10,14875
40,455;-3,7;2015-10;foreign;bbva_pos;28;190;226;53,77726;subcategories;filtered;;;218;55,3783
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_fashionsme;22;820;907;36,47208
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_cafe;18;301;369;19,74485
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_homesme;6;27;29;151,44931
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_foodsme;40;2152;2935;30,21525
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_pharmacy;10;270;345;25,468
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_hospital;10;68;76;189,16539
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_beauty;14;722;797;26,2705
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;es_goods;14;1394;1523;24,23158
40,46;-3,7;2015-10;all;pos;237;9303;11998;49,27822;subcategories;filtered;;;5017;75,10364
40,46;-3,7;2015-10;national;bbva_pos;81;7353;8897;45,41486;subcategories;es_foodsme;18;1839;2408;27,32583
40,46;-3,7;2015-10;national;bbva_pos;81;7353;8897;45,41486;subcategories;es_beauty;6;672;740;25,73109
40,46;-3,7;2015-10;national;bbva_pos;81;7353;8897;45,41486;subcategories;es_fashionsme;8;618;689;26,7144
40,46;-3,7;2015-10;national;bbva_pos;81;7353;8897;45,41486;subcategories;filtered;;;5060;59,44825
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_fashionsme;22;252;283;55,33466
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_beauty;14;123;137;29,25416
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_homesme;6;27;29;151,44931
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_pharmacy;10;270;345;25,468
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_car;9;21;23;287,65522
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_foodsme;39;488;765;37,96192
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_sportandtoys;7;253;275;43,34949
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_restaurant;26;276;374;58,01578
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_goods;14;203;227;25,70388
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;es_cafe;17;126;153;25,73373
40,46;-3,7;2015-10;bbva;pos;227;2573;3902;55,31554;subcategories;filtered;;;1291;80,51683
40,46;-3,7;2015-10;foreign;bbva_pos;46;245;283;64,57827;subcategories;es_books;3;5;6;15,08667
40,46;-3,7;2015-10;foreign;bbva_pos;46;245;283;64,57827;subcategories;es_foodsme;10;35;39;33,97462
40,46;-3,7;2015-10;foreign;bbva_pos;46;245;283;64,57827;subcategories;es_beauty;6;13;14;23,18786
40,46;-3,7;2015-10;foreign;bbva_pos;46;245;283;64,57827;subcategories;filtered;;;224;73,81915
40,465;-3,7;2015-10;all;pos;72;1324;1790;41,65671;subcategories;es_foodsme;9;133;199;34,53392
40,465;-3,7;2015-10;all;pos;72;1324;1790;41,65671;subcategories;es_restaurant;5;175;255;36,01251
40,465;-3,7;2015-10;all;pos;72;1324;1790;41,65671;subcategories;es_diysme;9;87;97;63,19495
40,465;-3,7;2015-10;all;pos;72;1324;1790;41,65671;subcategories;es_car;10;37;42;156,93048
40,465;-3,7;2015-10;all;pos;72;1324;1790;41,65671;subcategories;es_beauty;6;31;41;36,56049
40,465;-3,7;2015-10;all;pos;72;1324;1790;41,65671;subcategories;filtered;;;1156;38,31323
40,465;-3,7;2015-10;national;bbva_pos;16;966;1309;33,40835;subcategories;es_foodsme;4;109;159;37,1705
40,465;-3,7;2015-10;national;bbva_pos;16;966;1309;33,40835;subcategories;filtered;;;1150;32,88819
40,465;-3,7;2015-10;bbva;pos;71;416;562;60,95897;subcategories;es_car;10;31;36;173,03944
40,465;-3,7;2015-10;bbva;pos;71;416;562;60,95897;subcategories;es_foodsme;9;35;55;24,62109
40,465;-3,7;2015-10;bbva;pos;71;416;562;60,95897;subcategories;es_beauty;6;31;41;36,56049
40,465;-3,7;2015-10;bbva;pos;71;416;562;60,95897;subcategories;filtered;;;430;58,54972
40,465;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;46;22,61413
40,47;-3,7;2015-10;all;pos;40;631;1298;33,43681;subcategories;filtered;;;1298;33,43681
40,47;-3,7;2015-10;national;bbva_pos;8;412;670;33,7219;subcategories;filtered;;;670;33,72189
40,47;-3,7;2015-10;bbva;pos;39;252;682;32,55971;subcategories;es_foodsme;9;39;63;19,32444
40,47;-3,7;2015-10;bbva;pos;39;252;682;32,55971;subcategories;filtered;;;619;33,90675
40,47;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;7;48,32286
40,475;-3,7;2015-10;all;pos;;;;;subcategories;filtered;;;2996;115,59637
40,475;-3,7;2015-10;national;bbva_pos;13;1112;2312;32,8632;subcategories;filtered;;;2312;32,86319
40,475;-3,7;2015-10;bbva;pos;;;;;subcategories;filtered;;;1055;268,19614
40,475;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;6;31,62
40,48;-3,7;2015-10;all;pos;40;5777;6758;35,06032;subcategories;es_beauty;5;96;119;41,5542
40,48;-3,7;2015-10;all;pos;40;5777;6758;35,06032;subcategories;es_restaurant;9;638;864;44,49389
40,48;-3,7;2015-10;all;pos;40;5777;6758;35,06032;subcategories;filtered;;;5775;33,51515
40,48;-3,7;2015-10;national;bbva_pos;17;5223;6078;33,93093;subcategories;es_restaurant;5;529;748;45,41103
40,48;-3,7;2015-10;national;bbva_pos;17;5223;6078;33,93093;subcategories;filtered;;;5330;32,31984
40,48;-3,7;2015-10;bbva;pos;39;1373;1660;37,36929;subcategories;es_beauty;5;41;52;54,31846
40,48;-3,7;2015-10;bbva;pos;39;1373;1660;37,36929;subcategories;es_restaurant;9;214;284;39,03711
40,48;-3,7;2015-10;bbva;pos;39;1373;1660;37,36929;subcategories;filtered;;;1324;36,34586
40,48;-3,7;2015-10;foreign;bbva_pos;6;12;14;55,225;subcategories;filtered;;;14;55,225
40,485;-3,7;2015-10;all;pos;66;3579;7305;41,2189;subcategories;es_pharmacy;6;144;204;35,14025
40,485;-3,7;2015-10;all;pos;66;3579;7305;41,2189;subcategories;es_cafe;6;167;267;15,79798
40,485;-3,7;2015-10;all;pos;66;3579;7305;41,2189;subcategories;es_restaurant;6;390;531;24,9949
40,485;-3,7;2015-10;all;pos;66;3579;7305;41,2189;subcategories;es_foodsme;10;375;701;25,24589
40,485;-3,7;2015-10;all;pos;66;3579;7305;41,2189;subcategories;es_beauty;9;117;148;45,25027
40,485;-3,7;2015-10;all;pos;66;3579;7305;41,2189;subcategories;filtered;;;5454;46,21391
40,485;-3,7;2015-10;national;bbva_pos;26;3080;6367;32,11487;subcategories;es_beauty;3;64;71;50,09648
40,485;-3,7;2015-10;national;bbva_pos;26;3080;6367;32,11487;subcategories;filtered;;;6296;31,91209
40,485;-3,7;2015-10;bbva;pos;63;899;1844;33,35586;subcategories;es_hospital;7;84;102;107,20255
40,485;-3,7;2015-10;bbva;pos;63;899;1844;33,35586;subcategories;es_beauty;8;63;87;40,96207
40,485;-3,7;2015-10;bbva;pos;63;899;1844;33,35586;subcategories;es_pharmacy;6;85;131;33,62198
40,485;-3,7;2015-10;bbva;pos;63;899;1844;33,35586;subcategories;es_restaurant;6;134;197;22,44863
40,485;-3,7;2015-10;bbva;pos;63;899;1844;33,35586;subcategories;filtered;;;1327;28,77392
40,485;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;es_restaurant;3;4;5;27,006
40,485;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;54;1211,90407
40,49;-3,7;2015-10;all;pos;;;;;subcategories;filtered;;;1488;33,07198
40,49;-3,7;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;637;30,91187
40,49;-3,7;2015-10;bbva;pos;;;;;subcategories;filtered;;;1339;34,18574
40,49;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,495;-3,7;2015-10;all;pos;5;133;153;69,25464;subcategories;filtered;;;153;69,25464
40,495;-3,7;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,495;-3,7;2015-10;bbva;pos;;;;;subcategories;filtered;;;125;52,39248
40,495;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,5;-3,7;2015-10;all;pos;;;;;subcategories;;;;;
40,5;-3,7;2015-10;bbva;pos;;;;;subcategories;;;;;
40,505;-3,7;2015-10;all;pos;;;;;subcategories;filtered;;;8710;36,30529
40,505;-3,7;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;8451;35,34531
40,505;-3,7;2015-10;bbva;pos;;;;;subcategories;filtered;;;1874;46,10137
40,505;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,545;-3,7;2015-10;all;pos;;;;;subcategories;;;;;
40,545;-3,7;2015-10;bbva;pos;;;;;subcategories;;;;;
40,55;-3,7;2015-10;all;pos;;;;;subcategories;;;;;
40,55;-3,7;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,55;-3,7;2015-10;bbva;pos;;;;;subcategories;;;;;
40,55;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,335;-3,695;2015-10;all;pos;10;157;303;32,5638;subcategories;filtered;;;303;32,56379
40,335;-3,695;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,335;-3,695;2015-10;bbva;pos;10;57;81;84,85506;subcategories;filtered;;;81;84,85506
40,335;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,34;-3,695;2015-10;all;pos;;;;;subcategories;;;;;
40,34;-3,695;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,34;-3,695;2015-10;bbva;pos;;;;;subcategories;;;;;
40,345;-3,695;2015-10;all;pos;;;;;subcategories;filtered;;;3024;67,62175
40,345;-3,695;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,345;-3,695;2015-10;bbva;pos;;;;;subcategories;filtered;;;2967;62,75318
40,35;-3,695;2015-10;all;pos;;;;;subcategories;es_foodsme;4;21;24;27,20083
40,35;-3,695;2015-10;all;pos;;;;;subcategories;filtered;;;454;43,26006
40,35;-3,695;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;380;43,30487
40,35;-3,695;2015-10;bbva;pos;16;115;149;39,6896;subcategories;es_foodsme;4;21;24;27,20083
40,35;-3,695;2015-10;bbva;pos;16;115;149;39,6896;subcategories;filtered;;;125;42,08744
40,35;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,355;-3,695;2015-10;all;pos;33;1099;1481;28,43587;subcategories;filtered;;;1481;28,43587
40,355;-3,695;2015-10;national;bbva_pos;7;906;1228;25,75355;subcategories;filtered;;;1228;25,75355
40,355;-3,695;2015-10;bbva;pos;33;279;373;36,62737;subcategories;es_beauty;5;37;42;46,01952
40,355;-3,695;2015-10;bbva;pos;33;279;373;36,62737;subcategories;es_pharmacy;7;54;64;22,47156
40,355;-3,695;2015-10;bbva;pos;33;279;373;36,62737;subcategories;filtered;;;267;38,54311
40,355;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,36;-3,695;2015-10;all;pos;42;1621;2215;36,33235;subcategories;es_restaurant;7;431;558;22,88711
40,36;-3,695;2015-10;all;pos;42;1621;2215;36,33235;subcategories;es_foodsme;8;189;243;21,43424
40,36;-3,695;2015-10;all;pos;42;1621;2215;36,33235;subcategories;filtered;;;1414;44,19847
40,36;-3,695;2015-10;national;bbva_pos;13;1000;1225;33,0811;subcategories;es_restaurant;5;420;538;22,96327
40,36;-3,695;2015-10;national;bbva_pos;13;1000;1225;33,0811;subcategories;es_foodsme;4;170;219;20,74315
40,36;-3,695;2015-10;national;bbva_pos;13;1000;1225;33,0811;subcategories;filtered;;;468;50,48581
40,36;-3,695;2015-10;bbva;pos;42;736;1131;39,54943;subcategories;es_foodsme;8;45;55;25,514
40,36;-3,695;2015-10;bbva;pos;42;736;1131;39,54943;subcategories;es_restaurant;7;53;78;19,93987
40,36;-3,695;2015-10;bbva;pos;42;736;1131;39,54943;subcategories;filtered;;;998;41,85553
40,36;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;7;28,00571
40,365;-3,695;2015-10;all;pos;11;780;1154;108,33534;subcategories;filtered;;;1154;108,33534
40,365;-3,695;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;252;339,80389
40,365;-3,695;2015-10;bbva;pos;;;;;subcategories;filtered;;;895;42,56747
40,365;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;37;303,46946
40,37;-3,695;2015-10;all;pos;24;1703;2738;54,02037;subcategories;filtered;;;2738;54,02037
40,37;-3,695;2015-10;national;bbva_pos;10;565;639;106,909;subcategories;filtered;;;639;106,909
40,37;-3,695;2015-10;bbva;pos;;;;;subcategories;filtered;;;2184;39,29701
40,37;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,375;-3,695;2015-10;all;pos;;;;;subcategories;filtered;;;483;37,72207
40,375;-3,695;2015-10;national;bbva_pos;;;;;subcategories;;;;;
40,375;-3,695;2015-10;bbva;pos;;;;;subcategories;filtered;;;258;47,48341
40,375;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,38;-3,695;2015-10;all;pos;14;1245;1647;27,97093;subcategories;filtered;;;1647;27,97093
40,38;-3,695;2015-10;national;bbva_pos;8;1142;1530;25,12714;subcategories;filtered;;;1530;25,12714
40,38;-3,695;2015-10;bbva;pos;13;221;279;41,74014;subcategories;filtered;;;279;41,74015
40,38;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;20;29,818
40,385;-3,695;2015-10;all;pos;14;743;1112;29,75989;subcategories;es_restaurant;4;188;381;18,15339
40,385;-3,695;2015-10;all;pos;14;743;1112;29,75989;subcategories;filtered;;;731;35,80925
40,385;-3,695;2015-10;national;bbva_pos;;;;;subcategories;es_restaurant;3;151;342;12,90921
40,385;-3,695;2015-10;national;bbva_pos;;;;;subcategories;filtered;;;329;19,83532
40,385;-3,695;2015-10;bbva;pos;13;408;549;44,02818;subcategories;filtered;;;549;44,02818
40,385;-3,695;2015-10;foreign;bbva_pos;;;;;subcategories;;;;;
40,39;-3,695;2015-10;all;pos;63;3248;4386;41,0242;subcategories;es_goods;5;596;686;25,6429
40,39;-3,695;2015-10;all;pos;63;3248;4386;41,0242;subcategories;filtered;;;3700;43,87597
40,39;-3,695;2015-10;national;bbva_pos;18;2598;3265;37,34045;subcategories;es_goods;4;566;643;25,51176
40,39;-3,695;2015-10;national;bbva_pos;18;2598;3265;37,34045;subcategories;filtered;;;2622;40,24123
40,39;-3,695;2015-10;bbva;pos;62;1642;2417;41,90983;subcategories;es_goods;5;76;80;20,50275
40,39;-3,695;2015-10;bbva;pos;62;1642;2417;41,90983;subcategories;es_restaurant;12;187;246;45,8222
40,39;-3,695;2015-10;bbva;pos;62;1642;2417;41,90983;subcategories;filtered;;;2091;42,26856
40,39;-3,695;2015-10;foreign;bbva_pos;12;42;63;42,14048;subcategories;filtered;;;63;42,14048
40,395;-3,695;2015-10;all;pos;137;4132;5804;33,84336;subcategories;es_cafe;9;131;213;16,50559
40,395;-3,695;2015-10;all;pos;137;4132;5804;33,84336;subcategories;es_foodsme;10;341;440;29,40295
40,395;-3,695;2015-10;all;pos;137;4132;5804;33,84336;subcategories;es_techsme;4;36;38;42,59816
40,395;-3,695;2015-10;all;pos;137;4132;5804;33,84336;subcategories;es_fashionsme;7;525;583;29,57504
40,395;-3,695;2015-10;all;pos;137;4132;5804;33,84336;subcategories;es_restaurant;13;508;747;23,37896
40,395;-3,695;2015-10;all;pos;137;4132;5804;33,84336;subcategories;es_beauty;18;445;571;41,43212
40,395;-3,695;2015-10;all;pos;137;4132;5804;33,84336;subcategories;filtered;;;3212;37,35712
40,395;-3,695;2015-10;national;bbva_pos;39;2738;3388;33,56183;subcategories;es_beauty;7;345;445;40,66735
40,395;-3,695;2015-10;national;bbva_pos;39;2738;3388;33,56183;subcategories;filtered;;;2943;32,48744
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_pharmacy;9;194;226;23,05035
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_restaurant;13;142;208;22,76529
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_leather;3;20;20;37,526
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_foodsme;10;154;205;25,38234
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_fashionsme;7;100;109;48,85174
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_car;7;27;28;162,33107
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_beauty;18;144;185;42,50373
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;es_cafe;9;85;136;15,97265
40,395;-3,695;2015-10;bbva;pos;131;1662;2764;33,94878;subcategories;filtered;;;1647;35,234
40,395;-3,695;2015-10;foreign;bbva_pos;16;50;57;31,43193;subcategories;filtered;;;57;31,43193
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_beauty;18;736;853;29,7205
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_car;12;64;67;208,4594
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_restaurant;15;401;532;30,77647
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_techsme;6;147;163;87,24239
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_goods;7;238;269;23,18937
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_books;5;91;118;28,32373
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_homesme;10;68;72;69,55569
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_fashionsme;10;247;272;32,53151
40,4;-3,695;2015-10;all;pos;155;5877;9725;33,04512;subcategories;es_cafe;18;337;478;19,65854
